Vessel,VesselID,CT1,CT1Label,CT1ID,BGene1,BGene1Label,BGene1ID,BGene2,BGene2Label,BGene2ID,BGene3,BGene3Label,BGene3ID,BGene4,BGene4Label,BGene4ID,PathFromHeart
lateral proper plantar digital artery of fifth digit of foot,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery ;lateral proper plantar digital artery of fifth digit of foot
lateral proper plantar digital artery of fifth digit of foot,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery ;lateral proper plantar digital artery of fifth digit of foot
lateral proper plantar digital artery of fifth digit of foot,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery ;lateral proper plantar digital artery of fifth digit of foot
lateral proper plantar digital artery of fifth digit of foot,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;superficial branch of lateral plantar artery ;lateral proper plantar digital artery of fifth digit of foot
lateral proper plantar digital artery of first digit of foot,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;first plantar metatarsal artery;first common plantar digital artery;lateral proper plantar digital artery of first digit of foot
lateral proper plantar digital artery of first digit of foot,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;first plantar metatarsal artery;first common plantar digital artery;lateral proper plantar digital artery of first digit of foot
lateral proper plantar digital artery of first digit of foot,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;first plantar metatarsal artery;first common plantar digital artery;lateral proper plantar digital artery of first digit of foot
lateral proper plantar digital artery of first digit of foot,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;first plantar metatarsal artery;first common plantar digital artery;lateral proper plantar digital artery of first digit of foot
lateral proper plantar digital artery of fourth digit of foot,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;fourth plantar metatarsal artery;fourth common plantar digital artery;lateral proper plantar digital artery of fourth digit of foot
lateral proper plantar digital artery of fourth digit of foot,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;fourth plantar metatarsal artery;fourth common plantar digital artery;lateral proper plantar digital artery of fourth digit of foot
lateral proper plantar digital artery of fourth digit of foot,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;fourth plantar metatarsal artery;fourth common plantar digital artery;lateral proper plantar digital artery of fourth digit of foot
lateral proper plantar digital artery of fourth digit of foot,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;fourth plantar metatarsal artery;fourth common plantar digital artery;lateral proper plantar digital artery of fourth digit of foot
lateral proper plantar digital artery of second digit of foot,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;second plantar metatarsal artery;second common plantar digital artery;lateral proper plantar digital artery of second digit of foot
lateral proper plantar digital artery of second digit of foot,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;second plantar metatarsal artery;second common plantar digital artery;lateral proper plantar digital artery of second digit of foot
lateral proper plantar digital artery of second digit of foot,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;second plantar metatarsal artery;second common plantar digital artery;lateral proper plantar digital artery of second digit of foot
lateral proper plantar digital artery of second digit of foot,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;second plantar metatarsal artery;second common plantar digital artery;lateral proper plantar digital artery of second digit of foot
lateral proper plantar digital artery of third digit of foot,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;third plantar metatarsal artery;third common plantar digital artery;lateral proper plantar digital artery of third digit of foot
lateral proper plantar digital artery of third digit of foot,,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;third plantar metatarsal artery;third common plantar digital artery;lateral proper plantar digital artery of third digit of foot
lateral proper plantar digital artery of third digit of foot,,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;third plantar metatarsal artery;third common plantar digital artery;lateral proper plantar digital artery of third digit of foot
lateral proper plantar digital artery of third digit of foot,,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;tibial-peroneal trunk;posterior tibial artery;lateral plantar artery;plantar arch;third plantar metatarsal artery;third common plantar digital artery;lateral proper plantar digital artery of third digit of foot
lateral sacral artery,FMA:18855,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;lateral sacral artery
lateral sacral artery,FMA:18855,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;lateral sacral artery
lateral sacral artery,FMA:18855,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;lateral sacral artery
lateral sacral artery,FMA:18855,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;internal iliac artery;posterior division of internal iliac artery;lateral sacral artery
lateral sacral vein,FMA:18905,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right atrium;inferior vena cava;common iliac vein;internal iliac vein;lateral sacral vein
lateral sacral vein,FMA:18905,endothelial cell of vein,vein endothelial cell,CL:0002543,,,,,,,,,,,,,right atrium;inferior vena cava;common iliac vein;internal iliac vein;lateral sacral vein
lateral segmental artery of right lung,FMA:68194,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,right ventricle;pulmonary trunk;right pulmonary artery;right interlobar pulmonary artery;lateral segmental artery of right lung
lateral segmental artery of right lung,FMA:68194,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,right ventricle;pulmonary trunk;right pulmonary artery;right interlobar pulmonary artery;lateral segmental artery of right lung
lateral segmental artery of right lung,FMA:68194,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,right ventricle;pulmonary trunk;right pulmonary artery;right interlobar pulmonary artery;lateral segmental artery of right lung
lateral segmental artery of right lung,FMA:68194,vascular smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,ACTA2,ACTA2,HGNC:130,CNN1,CNN1,HGNC:2155,MYOCD,MYOCD,HGNC:16067,TAGLN,TAGLN,HGNC:11553,right ventricle;pulmonary trunk;right pulmonary artery;right interlobar pulmonary artery;lateral segmental artery of right lung
lateral superior genicular artery,FMA:22585,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,CDH5,CDH5,HGNC:1764,PECAM1,PECAM1,HGNC:8823,TEK,TEK,HGNC:11724,TIE1,TIE1,HGNC:11809,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral superior genicular artery
lateral superior genicular artery,FMA:22585,endothelial cell of artery,endothelial cell of artery,CL:1000413,,,,,,,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral superior genicular artery
lateral superior genicular artery,FMA:22585,fibroblast,fibroblast,CL:0000057,AIFM2,AIFM2,HGNC:21411,DDR2,DDR2,HGNC:2731,,,,,,,left ventricle;aorta;ascending aorta;aortic arch;descending aorta;descending thoracic aorta;abdominal aorta;common iliac artery;external iliac artery;common femoral artery;superficial femoral artery;popliteal artery;lateral superior genicular artery
